username,map_label,project_code,sampleMedia ,combinedID,sampleID,internalSampleID,visitDate,dateAnalTPTN,TP,TN,dateAnalM3Ex,dateAnalM3ICP,m3.P,m3.Fe,m3.Al,SPSC,dateAnalWE,wEX.P,wEX.NH3,wEX.NOx,dateAnalpH,pH,dateAnalEC,EC,samp_type,locName,Location Sortable,specific_location,samp_type,notes,samp_notes,y,x
midden_BGSU,20-21,OAKWE,soil,OAKWE_20230517_S03283,S03283,S03283,20230517,20230606,514,"1,146",20230608,20230620,10.4,460.8,782.2,105,20230803,0.467,0.4,11.667,20230615,6.896,20230615,602,sample,Wetland Pool 30,Wetland Pool 30,North edge near tile ,sample,,,41.02598167,-83.68633833
midden_BGSU,20-21,OAKWE,soil,OAKWE_20221027_S03105,S03105,S03105,20221027,20221220,394,365,20221219,20230105,1.5,104.5,260.2,34,20221230,0.2,0.4,4.242,20221216,7.4388,20221215,113.1,sample,Wetland Pool 30,Wetland Pool 30,Center,sample,,,41.02570333,-83.686215
midden_BGSU,20-21,OAKWE,soil,OAKWE_20220628_S00408,S00408,S00408,20220628,20220930,323,441,20220922,20221006,4,121.5,297.1,37,20221003,1.233,0.4,7.312,20221004,7.4848,20220712,63.4,sample,Wetland Pool 30,Wetland Pool 30,SE side,sample,,,41.02568167,-83.68606487
midden_BGSU,20-21,OAKWE,soil,OAKWE_20230517_S03286,S03286,S03286,20230517,20230606,482,"1,263",20230608,20230620,11.6,198.6,765.8,87,20230803,0.505,0.4,14.006,20230615,6.896,20230615,428,sample,Wetland Pool 41,Wetland Pool 41,About 2 m north at west edge,sample,,,41.02532,-83.686045
midden_BGSU,20-21,OAKWE,soil,OAKWE_20220628_S00406,S00406,S00406,20220628,20220930,577,"1,397",20220922,20221006,13.9,700,930.8,132,20221003,0.766,1.25,8.526,20221004,6.5188,20220712,33.5,sample,Wetland Pool 40,Wetland Pool 40,NW side,sample,,,41.02460413,-83.68600647
midden_BGSU,20-21,OAKWE,soil,OAKWE_20221027_S03106,S03106,S03106,20221027,20221220,554,"1,212",20221219,20230105,4.9,542.8,522,85,20221230,0.578,0.4,11.38,20221216,7.4572,20221215,88.2,sample,Wetland Pool 41,Wetland Pool 41,Center,sample,,,41.02523333,-83.68594333
midden_BGSU,20-21,OAKWE,soil,OAKWE_20220628_S00407,S00407,S00407,20220628,20220930,694,"1,167",20220922,20221006,8.3,608,667.8,102,20221003,0.2,0.4,4.233,20221004,7.6412,20220712,118.5,sample,Wetland Pool 41,Wetland Pool 41,South side,sample,,,41.02520867,-83.68591037
midden_BGSU,20-21,OAKWE,soil,OAKWE_20230517_S03285,S03285,S03285,20230517,20230606,412,804,20230608,20230620,21.6,980.1,940.6,141,20230803,0.458,0.4,9.332,20230615,7.172,20230615,628,sample,Wetland Pool 41,Wetland Pool 41,Center,sample,,,41.02543167,-83.68577333
midden_BGSU,20-21,OAKWE,soil,OAKWE_20221027_S03093,S03093,S03093,20221027,20221220,618,"1,722",20221219,20230105,17.4,1016,669.2,116,20221230,0.687,5.964,1,20221216,6.1876,20221215,40.3,sample,Wetland Pool 40,Wetland Pool 40,South edge,sample,,,41.02430667,-83.685745
midden_BGSU,20-21,OAKWE,soil,OAKWE_20220628_S00395,S00395,S00395,20220628,20220930,743,"1,901",20220922,20221006,20.4,704.6,934.5,126,20221003,0.2,0.4,11.107,20221004,6.62,20220712,27.1,sample,Wetland Pool 24,Wetland Pool 24,Near center,sample,,,41.02404073,-83.68573768
midden_BGSU,20-21,OAKWE,soil,OAKWE_20221027_S03094,S03094,S03094,20221027,20221220,648,"2,035",20221219,20230105,19.1,483.5,569.3,73,20221230,0.2,0.4,8.191,20221216,6.8132,20221215,58.6,sample,Wetland Pool 24,Wetland Pool 24,Interior,sample,,,41.024075,-83.68573333
midden_BGSU,20-21,OAKWE,soil,OAKWE_20230517_S03270,S03270,S03270,20230517,20230606,631,"2,184",20230608,20230620,15.6,579.2,858.8,115,20230803,0.495,0.4,9.177,20230615,6.62,20230615,211.5,sample,Wetland Pool 24,Wetland Pool 24,Near staff gauge east side ,sample,,,41.02402667,-83.68567
midden_BGSU,20-21,OAKWE,soil,OAKWE_20230517_S03271,S03271,S03271,20230517,20230606,639,"1,714",20230608,20230620,65.7,378.6,951.8,65,20230803,4.044,0.4,8.056,20230615,6.804,20230615,299,sample,Wetland Pool 24,Wetland Pool 24,4 m east of pool,sample,,,41.02401833,-83.68566333
midden_BGSU,20-21,OAKWE,soil,OAKWE_20220628_S00396,S00396,S00396,20220628,20220930,"1,270","3,398",20220922,20221006,17.5,148.7,799.8,83,20221003,1.801,0.4,3.24,20221004,6.8684,20220712,31.5,sample,Wetland Pool 24,Wetland Pool 24,"Between pools 24,25,26,40",sample,,,41.02389514,-83.68548028
midden_BGSU,20-21,OAKWE,soil,OAKWE_20230517_S03306,S03306,S03306,20230517,20230717,537,"1,284",20230608,20230620,10.1,329.9,1024.4,126,20230614,1.391,0.4,4.317,20230615,6.896,20230615,52.4,sample,Wetland Pool 40,Wetland Pool 40,North end,sample,,,41.02513667,-83.68544833
midden_BGSU,20-21,OAKWE,soil,OAKWE_20230517_S03307,S03307,S03307,20230517,20230717,856,"2,086",20230608,20230620,46.1,456.3,794.4,70,20230614,2.873,0.496,3.209,20230615,7.172,20230615,100.8,sample,Wetland Pool 40,Wetland Pool 40,2 m north dry area,sample,,,41.02513667,-83.68544833
midden_BGSU,20-21,OAKWE,soil,OAKWE_20220628_S00409,S00409,S00409,20220628,20220930,587,"1,400",20220922,20221006,10.3,671.1,683.7,105,20221003,0.2,0.4,2.169,20221004,7.6136,20220712,29.3,sample,Wetland Pool 31,Wetland Pool 31,NW side,sample,,,41.0257763,-83.68539545
midden_BGSU,20-21,OAKWE,soil,OAKWE_20221027_S03092,S03092,S03092,20221027,20221220,578,"1,961",20221219,20230105,18.5,926.4,767.3,121,20221230,0.2,3.179,1,20221216,6.7396,20221215,56.5,sample,Wetland Pool 40,Wetland Pool 40,East edge,sample,,,41.02456167,-83.68535
midden_BGSU,20-21,OAKWE,soil,OAKWE_20221027_S03124,S03124,S03124,20221027,20221227,609,"1,533",20221219,20230105,19.1,785.1,630.8,97,20221230,0.94,8.21,5.064,20221216,7.7332,20221215,43.1,sample,Wetland Pool 40,Wetland Pool 40,NE edge,sample,,,41.02495,-83.68530833
midden_BGSU,20-21,OAKWE,soil,OAKWE_20220628_S00422,S00422,S00422,20220628,20220930,666,"1,153",20221005,20221006,18,617.3,429.6,65,20221005,0.2,1.394,3.576,20221004,6.6936,20220712,29.7,sample,Wetland Pool 40,Wetland Pool 40,SE corner,sample,,,41.0244668,-83.68530554
midden_BGSU,20-21,OAKWE,soil,OAKWE_20221027_S03107,S03107,S03107,20221027,20221220,557,"1,859",20221219,20230105,7.3,434.4,511.7,75,20221230,0.275,0.4,8.93,20221216,7.1628,20221215,81.7,sample,Wetland Pool 31,Wetland Pool 31,Interior,sample,,,41.02574,-83.68530167
midden_BGSU,20-21,OAKWE,soil,OAKWE_20230517_S03287,S03287,S03287,20230517,20230606,817,775,20230608,20230620,15.1,669.8,1126.2,151,20230803,0.2,0.4,37.146,20230615,6.804,20230615,695,sample,Wetland Pool 31,Wetland Pool 31,North end near west tile,sample,,,41.02589667,-83.68529833
midden_BGSU,20-21,OAKWE,soil,OAKWE_20230517_S03288,S03288,S03288,20230517,20230606,472,"1,460",20230608,20230620,12.1,202.1,894.1,102,20230803,0.69,0.4,8.74,20230615,6.988,20230615,486,sample,Wetland Pool 31,Wetland Pool 31,About 3 m northofpool drier area ,sample,,,41.02594,-83.68521333
midden_BGSU,20-21,OAKWE,soil,OAKWE_20230517_S03289,S03289,S03289,20230517,20230606,357,"1,124",20230608,20230620,8.5,510.3,984.7,133,20230803,0.782,0.4,9.79,20230615,6.988,20230615,730,sample,Wetland Pool 31,Wetland Pool 31,Easttile outlet ,sample,,,41.02591333,-83.685185
midden_BGSU,20-21,OAKWE,soil,OAKWE_20230517_S03311,S03311,S03311,20230517,20230717,641,"1,860",20230608,20230620,20,226.9,814.8,86,20230614,3.775,1.982,2.822,20230615,6.436,20230615,26.5,sample,Wetland Pool 26,Wetland Pool 26,6 m southwest of pooldry area,sample,,,41.02422333,-83.6851
midden_BGSU,20-21,OAKWE,soil,OAKWE_20220615_S00251,S00251,S00251,20220615,20220628,555,1265,20221006,20220819,17.1,1213.5,67.99,155,20220705,0.2,1.351,4.817,20220720,6.7,20220629,35.9,sample,Wetland Pool 40,Wetland Pool 40,Southeast corner,sample,,,41.024745,-83.68508
midden_BGSU,20-21,OAKWE,soil,OAKWE_20220615_S00250,S00250,S00250,20220615,20220628,562,1535,20221006,20220819,27.3,190.1,76.32,88,20220705,0.517,0.4,5.84,20220720,6.32,20220629,32.6,replicate,Wetland Pool 40,Wetland Pool 40,About 2.5 m from southeast corner,replicate,,,41.02474,-83.68507333
midden_BGSU,20-21,OAKWE,soil,OAKWE_20220615_S00249,S00249,S00249,20220615,20220628,632,1779,20221006,20220819,18.1,163.9,77.19,98,20220705,0.2,0.4,5.187,20220720,6.97,20220629,30.8,sample,Wetland Pool 40,Wetland Pool 40,About 2.5 m from southeast corner,sample,,,41.02473833,-83.68506
midden_BGSU,20-21,OAKWE,soil,OAKWE_20230517_S03310,S03310,S03310,20230517,20230717,579,"1,347",20230608,20230620,8.3,319.8,720.8,92,20230614,1.482,0.4,7.06,20230615,6.712,20230615,33.6,sample,Wetland Pool 26,Wetland Pool 26,West side,sample,,,41.024295,-83.68505667
midden_BGSU,20-21,OAKWE,soil,OAKWE_20220615_S00252,S00252,S00252,20220615,20220628,547,898,20221006,20220819,18.2,1372.2,62.31,160,20220705,0.2,0.814,4.381,20220720,7.19,20220629,88.4,replicate,Wetland Pool 40,Wetland Pool 40,Southeast corner,replicate,,,41.02473833,-83.685025
midden_BGSU,20-21,OAKWE,soil,OAKWE_20210730_D00042,D00042,D00042,20210730,20210806,540,1537,20210809,20210825,10.4,464,735,100,,,,,,,,,sample ,Wetland Pool 40,Wetland Pool 40,"Northeast corner, 240 southwest facing the center ",sample ,"The edges of this pool have some green scum, water extends past the vegetation about 10 feet. ",,41.024722,-83.685
midden_BGSU,20-21,OAKWE,soil,OAKWE_20210730_S00073,S00073,S00073,20210730,20210806,518,1182,20210809,20210825,9.5,116,399,43,,,,,,,,,sample,Wetland Pool 40,Wetland Pool 40,"Northeast corner, 240 southwest facing the center ",,"The edges of this pool have some green scum, water extends past the vegetation about 10 feet. ",,41.024722,-83.685
midden_BGSU,20-21,OAKWE,soil,OAKWE_20221027_S03125,S03125,S03125,20221027,20221227,636,"1,634",20221219,20230105,25.7,724.9,742.6,100,20221230,0.467,5.397,6.451,20221216,6.7948,20221215,42.4,sample,Wetland Pool 26,Wetland Pool 26,North end,sample,,,41.02463167,-83.68491667
midden_BGSU,20-21,OAKWE,soil,OAKWE_20220628_S00421,S00421,S00421,20220628,20220930,521,"1,145",20221005,20221006,28.1,636.2,568.1,72,20221005,0.2,0.4,7.162,20221004,6.3072,20220712,20.91,sample,Wetland Pool 26,Wetland Pool 26,NE corner,sample,,,41.0246615,-83.68480713
midden_BGSU,20-21,OAKWE,soil,OAKWE_20221027_S03091,S03091,S03091,20221027,20221220,517,"1,433",20221219,20230105,26.2,830.2,681,98,20221230,0.2,4.634,3.662,20221216,6.6844,20221215,48.6,sample,Wetland Pool 26,Wetland Pool 26,SE corner,sample,,,41.0243,-83.68478167
midden_BGSU,20-21,OAKWE,soil,OAKWE_20220628_S00410,S00410,S00410,20220628,20220930,830,"1,411",20221005,20221006,10.8,561.7,574.9,86,20221005,0.2,0.4,5.135,20221004,7.2364,20220712,49.1,sample,Wetland Pool 42,Wetland Pool 42,NW corner near two tile outlets,sample,,Two tile outlets north side,41.02617482,-83.6847705
midden_BGSU,20-21,OAKWE,soil,OAKWE_20221027_S03108,S03108,S03108,20221027,20221220,460,785,20221219,20230105,8.6,718,109.6,44,20221230,0.2,0.4,1.876,20221216,7.5124,20221215,158.1,sample,Wetland Pool 42,Wetland Pool 42,Center,sample,,,41.02607333,-83.68473667
midden_BGSU,20-21,OAKWE,soil,OAKWE_20230517_S03290,S03290,S03290,20230517,20230717,769,"2,196",20230608,20230620,10.1,429.4,749.7,100,20230614,1.458,0.4,7.587,20230615,7.356,20230615,147.3,sample,Wetland Pool 42,Wetland Pool 42,North edge near tile outlets,sample,,,41.02620667,-83.68472667
midden_BGSU,20-21,OAKWE,soil,OAKWE_20230517_S03305,S03305,S03305,20230517,20230717,763,"1,466",20230608,20230620,6.4,388.2,902.3,119,20230614,1.149,0.4,4.952,20230615,5.976,20230615,21.2,sample,Wetland Pool 27,Wetland Pool 27,Northwest edge,sample,,,41.02517167,-83.68472333
midden_BGSU,20-21,OAKWE,soil,OAKWE_20230517_S03291,S03291,S03291,20230517,20230717,801,"2,193",20230608,20230620,15.3,218.2,882.9,98,20230614,0.898,0.4,5.812,20230615,6.62,20230615,38.8,sample,Wetland Pool 42,Wetland Pool 42,8 m north of pool,sample,,,41.02628333,-83.68470333
midden_BGSU,20-21,OAKWE,soil,OAKWE_20221027_S03090,S03090,S03090,20221027,20221220,676,"1,883",20221219,20230105,39,667.9,694.9,78,20221230,0.672,8.213,10.047,20221216,7.1996,20221215,74.7,sample,Wetland Pool 25,Wetland Pool 25,Interior,sample,,,41.024005,-83.68455167
midden_BGSU,20-21,OAKWE,soil,OAKWE_20220628_S00394,S00394,S00394,20220628,20220930,103,287,20220922,20221002,26.6,838,944.4,128,20220726,0.2,0.728,2.517,20221004,6.5648,20220712,70.7,sample,Wetland Pool 25,Wetland Pool 25,SE side,sample,,,41.02387664,-83.68454609
midden_BGSU,20-21,OAKWE,soil,OAKWE_20220628_S00420,S00420,S00420,20220628,20220930,589,"1,310",20221005,20221006,18.8,601.2,633.2,87,20221005,0.2,0.4,8.037,20221004,6.6936,20220712,23.7,sample,Wetland Pool 27,Wetland Pool 27,East end at red flag,sample,,,41.0250677,-83.68452684
midden_BGSU,20-21,OAKWE,soil,OAKWE_20221027_S03123,S03123,S03123,20221027,20221227,539,"1,577",20221219,20230105,7,374.5,568.7,79,20221230,0.637,0.688,17.66,20221216,7.402,20221215,40.4,sample,Wetland Pool 27,Wetland Pool 27,Interior near flag,sample,,,41.02507167,-83.68452167
midden_BGSU,20-21,OAKWE,soil,OAKWE_20210527_D00013,D00013,A-20210527-20-01D,20210527,20210615,10,1989,20210728,20210813,32.1,414,798,82.45567193,,,,,,,,,sample,Wetland Pool 25,Wetland Pool 25,Pool ,sample,"This pool had the cloudiest water of the pools we had sampled so far, it had not yet been planted with seed and had a large danger of sinking in the muck. The southwest end of the pool was very shallow and many frogs and tadpoles were present.",,41.0239,-83.68451
midden_BGSU,20-21,OAKWE,soil,OAKWE_20210527_S00033,S00033,A-20210527-20-01S,20210527,20210615,930,1814,20210728,20210813,20.2,174,563,54.08324387,,,,,,,,,sample,Wetland Pool 25,Wetland Pool 25,Soil near pool ,sample,"Pool and surrounding soil had not yet been planted with seed, there was a large danger of sinking int he muck and many tadpoles and baby frogs were present.",,41.0239,-83.68451
midden_BGSU,20-21,OAKWE,soil,OAKWE_20230517_S03268,S03268,S03268,20230517,20230606,620,"1,717",20230608,20230620,19.1,174.2,706.6,72,20230803,1.577,0.4,7.492,20230615,8.828,20230615,338,sample,Wetland Pool 25,Wetland Pool 25,6 m eastof pool ,sample,,,41.02384667,-83.684495
midden_BGSU,20-21,OAKWE,soil,OAKWE_20230517_S03269,S03269,S03269,20230517,20230606,560,"1,371",20230608,20230620,22.2,360.9,859.4,96,20230803,1.971,0.4,6.906,20230615,7.172,20230615,343,sample,Wetland Pool 25,Wetland Pool 25,East edge,sample,,,41.02384667,-83.684495
midden_BGSU,20-21,OAKWE,soil,OAKWE_20220628_S00411,S00411,S00411,20220628,20220930,651,758,20221005,20221006,4.5,126.8,378.9,46,20221005,0.2,0.4,2.645,20221004,7.5032,20220712,31.5,sample,Wetland Pool 36,Wetland Pool 36,West end near tile outlet,sample,,Tile outlet at northwest end,41.0266949,-83.68443289
midden_BGSU,20-21,OAKWE,soil,OAKWE_20230517_S03292,S03292,S03292,20230517,20230717,507,"1,324",20230608,20230620,1.7,74.1,498,60,20230614,2.767,0.899,2.872,20230615,6.252,20230615,32.5,sample,Wetland Pool 36,Wetland Pool 36,Near tile ,sample,,,41.02669667,-83.68443167
midden_BGSU,20-21,OAKWE,soil,OAKWE_20230517_S03293,S03293,S03293,20230517,20230717,869,"2,363",20230608,20230620,42.5,293.4,794.9,65,20230614,1.638,0.4,4.508,20230615,6.528,20230615,29.1,sample,Wetland Pool 36,Wetland Pool 36,5 m northdry area,sample,,,41.02671333,-83.68443
midden_BGSU,20-21,OAKWE,soil,OAKWE_20221027_S03126,S03126,S03126,20221027,20221227,881,"1,777",20221219,20230105,44.9,287.4,507.4,29,20221230,2.091,2.41,3.662,20221216,7.1444,20221215,45.8,sample,Wetland Pool 25,Wetland Pool 25,20 m east of 25 near trail/ edge of preserve,sample,,,41.02401,-83.68417833
midden_BGSU,20-21,OAKWE,soil,OAKWE_20221027_S03109,S03109,S03109,20221027,20221227,463,"1,197",20221219,20230105,6.3,266.8,450.3,60,20221230,0.549,0.4,7.147,20221216,8.0368,20221215,67.9,sample,Wetland Pool 32,Wetland Pool 32,Interior,sample,,,41.02589333,-83.68402667
midden_BGSU,20-21,OAKWE,soil,OAKWE_20220628_S00412,S00412,S00412,20220628,20220930,614,"1,200",20221005,20221006,10,322.3,508.9,66,20221005,0.2,0.4,2.072,20221004,7.5032,20220712,73.4,sample,Wetland Pool 32,Wetland Pool 32,Near center,sample,,Almost dry,41.02597848,-83.68398425
midden_BGSU,20-21,OAKWE,soil,OAKWE_20230517_S03304,S03304,S03304,20230517,20230717,817,"2,169",20230608,20230620,28.9,509.2,1017,116,20230614,2.136,0.724,5.471,20230615,6.712,20230615,53.7,sample,Wetland Pool 32,Wetland Pool 32,Close to trees south of 32,sample,,,41.025615,-83.68394167
midden_BGSU,20-21,OAKWE,soil,OAKWE_20221027_S03112,S03112,S03112,20221027,20221227,539,"1,699",20221219,20230105,12.5,169.2,523.1,57,20221230,1.593,0.703,3.77,20221216,7.1536,20221215,39.2,sample,Wetland Pool 36,Wetland Pool 36,Berm directly south of pool 36,sample,,Appears to be one of the highest points of elevation throughout the site,41.026435,-83.68391333
midden_BGSU,20-21,OAKWE,soil,OAKWE_20210730_S00067,S00067,S00067,20210730,20210806,728,2344,20210809,20210825,6.7,74,193,20,,,,,,,,,sample ,Wetland Pool 20,Wetland Pool 20,3 ft from where water starts ,sample ,"South end of pool, 5 degrees north facing the center of the pool, soil was relatively moist ",,41.026944,-83.683889
midden_BGSU,20-21,OAKWE,soil,OAKWE_20221027_S03113,S03113,S03113,20221027,20221227,399,"1,216",20221219,20230105,4.4,149.9,532.9,65,20221230,1.771,0.4,4.267,20221216,7.1904,20221215,53.7,sample,Wetland Pool 36,Wetland Pool 36,East side near flag ,sample,,,41.02656,-83.68386
midden_BGSU,20-21,OAKWE,soil,OAKWE_20230517_S03303,S03303,S03303,20230517,20230717,587,"1,827",20230608,20230620,9,319.6,808.2,101,20230614,1.093,0.509,6.114,20230615,7.264,20230615,113.4,sample,Wetland Pool 32,Wetland Pool 32,South edge,sample,,,41.02589833,-83.68377
midden_BGSU,20-21,OAKWE,soil,OAKWE_20221027_S03111,S03111,S03111,20221027,20221227,694,"2,072",20221219,20230105,14.6,297.7,698.2,82,20221230,0.912,0.4,7.345,20221216,7.2824,20221215,60.8,sample,Wetland Pool 43,Wetland Pool 43,Between 43 and 36,sample,,,41.026175,-83.68371
midden_BGSU,20-21,OAKWE,soil,OAKWE_20221027_S03122,S03122,S03122,20221027,20221227,802,"1,875",20221219,20230105,37.2,253.4,603.3,46,20221230,1.698,1.067,8.754,20221216,6.8776,20221215,46.1,sample,Wetland Pool 32,Wetland Pool 32,50 m south of pool 32; ~ 15 m north of wood edge,sample,,,41.025575,-83.683525
midden_BGSU,20-21,OAKWE,soil,OAKWE_20220628_S00413,S00413,S00413,20220628,20220930,435,395,20221005,20221006,4.7,147.3,377.1,47,20221005,0.2,0.4,2.191,20221004,7.1812,20220712,38.3,sample,Wetland Pool 43,Wetland Pool 43,West side next to red flag,sample,,,41.02602987,-83.68347154
midden_BGSU,20-21,OAKWE,soil,OAKWE_20221027_S03110,S03110,S03110,20221027,20221227,488,333,20221219,20230105,0.8,40.7,479.3,56,20221230,1.449,1.476,12.022,20221216,7.6872,20221215,106.6,sample,Wetland Pool 43,Wetland Pool 43,South edge,sample,,,41.026025,-83.68344833
midden_BGSU,20-21,OAKWE,soil,OAKWE_20230517_S03302,S03302,S03302,20230517,20230717,366,385,20230608,20230620,2.3,59.3,683.6,80,20230614,3.163,0.767,3.442,20230615,7.264,20230615,74,sample,Wetland Pool 43,Wetland Pool 43,South edge,sample,,,41.02599,-83.68331
midden_BGSU,20-21,OAKWE,soil,OAKWE_20221027_S03115,S03115,S03115,20221027,20221227,580,"1,762",20221219,20230105,15,172.3,633.9,67,20221230,0.459,0.4,6.995,20221216,6.8776,20221215,41.9,sample,Wetland Pool 35,Wetland Pool 35,Berm north of 35~8 m,sample,,,41.02663667,-83.68305833
midden_BGSU,20-21,OAKWE,soil,OAKWE_20221027_S03114,S03114,S03114,20221027,20221227,535,"1,225",20221219,20230105,13.4,771.6,436.6,79,20221230,1.109,1.699,6.367,20221216,7.5492,20221215,127.9,sample,Wetland Pool 35,Wetland Pool 35,Interior closer to SE edge,sample,,,41.026435,-83.683
midden_BGSU,20-21,OAKWE,soil,OAKWE_20230517_S03295,S03295,S03295,20230517,20230717,830,"1,568",20230608,20230620,13.3,206.6,766.2,86,20230614,3.327,0.4,14.531,20230615,6.804,20230615,73.8,sample,Wetland Pool 35,Wetland Pool 35,3 m north of pool,sample,,,41.02668667,-83.68298
midden_BGSU,20-21,OAKWE,soil,OAKWE_20220628_S00414,S00414,S00414,20220628,20220930,550,"1,091",20221005,20221006,10.6,533.6,391.5,64,20221005,0.2,0.4,5.592,20221004,7.0524,20220712,22.5,sample,Wetland Pool 35,Wetland Pool 35,North side,sample,,,41.02658766,-83.68296658
midden_BGSU,20-21,OAKWE,soil,OAKWE_20230517_S03294,S03294,S03294,20230517,20230717,708,"1,727",20230608,20230620,9.5,253.1,719.6,87,20230614,1.739,0.4,6.394,20230615,6.62,20230615,57.4,sample,Wetland Pool 35,Wetland Pool 35,North edge ,sample,,,41.02666333,-83.68294833
midden_BGSU,20-21,OAKWE,soil,OAKWE_20220628_S00419,S00419,S00419,20220628,20220930,703,"1,232",20221005,20221006,14.5,365.5,490.3,62,20221005,0.2,0.4,1.766,20221004,7.0892,20220712,40.2,sample,Wetland Pool 33,Wetland Pool 33,North end,sample,,,41.02562025,-83.68263845
midden_BGSU,20-21,OAKWE,soil,OAKWE_20221027_S03121,S03121,S03121,20221027,20221227,870,"1,235",20221219,20230105,11.4,498.7,609.4,86,20221230,0.844,0.702,22.291,20221216,7.5952,20221215,126.6,sample,Wetland Pool 33,Wetland Pool 33,West end near flag,sample,,,41.02548,-83.68253667
midden_BGSU,20-21,OAKWE,soil,OAKWE_20230517_S03301,S03301,S03301,20230517,20230717,588,"1,130",20230608,20230620,6.7,340.3,807.4,105,20230614,2.642,0.4,2.901,20230615,7.172,20230615,110.3,sample,Wetland Pool 33,Wetland Pool 33,North end,sample,,,41.02555167,-83.682515
midden_BGSU,20-21,OAKWE,soil,OAKWE_20221027_S03120,S03120,S03120,20221027,20221227,566,"1,283",20221219,20230105,16,468.8,380.9,54,20221230,0.948,0.648,32.516,20221216,7.6964,20221215,93.8,sample,Wetland Pool 33,Wetland Pool 33,East end,sample,,,41.025315,-83.68243667
midden_BGSU,20-21,OAKWE,soil,OAKWE_20221027_S03119,S03119,S03119,20221027,20221227,530,"1,113",20221219,20230105,16.9,636.4,466.2,72,20221230,0.904,7.53,4.991,20221216,7.5492,20221215,85.5,sample,Wetland Pool 34,Wetland Pool 34,Center,sample,,,41.02580667,-83.68238167
midden_BGSU,20-21,OAKWE,soil,OAKWE_20220628_S00418,S00418,S00418,20220628,20220930,593,900,20221005,20221006,17.2,562.7,521.5,74,20221005,0.2,0.4,6.316,20221004,7.448,20220712,60.3,sample,Wetland Pool 34,Wetland Pool 34,East end,sample,,,41.02577748,-83.68236927
midden_BGSU,20-21,OAKWE,soil,OAKWE_20230517_S03299,S03299,S03299,20230517,20230717,572,878,20230608,20230620,5.1,262.3,575.5,76,20230614,2.921,0.643,4.238,20230615,7.264,20230615,99.2,sample,Wetland Pool 34,Wetland Pool 34,East edge,sample,,,41.025825,-83.68229667
midden_BGSU,20-21,OAKWE,soil,OAKWE_20230517_S03300,S03300,S03300,20230517,20230615,,,20230608,20230620,10.1,145,363.5,40,20230614,1.97,0.988,2.574,20230615,7.54,20230615,143.3,sample,Wetland Pool 34,Wetland Pool 34,5 m from pool near deadwood,sample,,,41.02594167,-83.68220167
midden_BGSU,20-21,OAKWE,soil,OAKWE_20220628_S00417,S00417,S00417,20220628,20220930,779,"1,077",20221005,20221006,24.9,89.5,552.2,43,20221005,0.402,0.4,1.771,20221004,7.6044,20220712,67.9,sample,Wetland Pool 38,Wetland Pool 38,Between pools ,sample,,,41.02663749,-83.6821542
midden_BGSU,20-21,OAKWE,soil,OAKWE_20220628_S00415,S00415,S00415,20220628,20220930,572,958,20221005,20221006,18.1,604.2,415.3,63,20221005,0.2,0.4,4.612,20221004,6.6016,20220712,22.3,sample,Wetland Pool 37,Wetland Pool 37,South side at red flag,sample,,,41.02700503,-83.6819744
midden_BGSU,20-21,OAKWE,soil,OAKWE_20221027_S03116,S03116,S03116,20221027,20221227,564,"1,591",20221219,20230105,14.8,476.7,589,79,20221230,0.493,0.4,6.505,20221216,7.126,20221215,25.6,sample,Wetland Pool 37,Wetland Pool 37,Center near flag ,sample,,,41.02699,-83.68195
midden_BGSU,20-21,OAKWE,soil,OAKWE_20210730_D00040,D00040,D00040,20210730,20210806,608,1834,20210809,20210825,18.6,996,901,140,,,,,,,,,sample ,Wetland Pool 38,Wetland Pool 38,"Southwest corner, 35 degrees northeast facing the center, About 3 m into start of water ",sample ,Pool is filled with sedge meadow mix but access is possible and growth is not as high as other pools. Water inundation surrounding the pool was not as bad as other pools,,41.026389,-83.681944
midden_BGSU,20-21,OAKWE,soil,OAKWE_20210730_S00071,S00071,S00071,20210730,20210806,554,1533,20210809,20210825,15.1,283,586,68,,,,,,,,,sample ,Wetland Pool 38,Wetland Pool 38,"1 m from edge of water, Southwest corner, 35 degrees northeast facing the center ",sample ,Pool is filled with sedge meadow mix but access is possible and growth is not as high as other pools. Water inundation surrounding the pool was not as bad as other pools,,41.026389,-83.681944
midden_BGSU,20-21,OAKWE,soil,OAKWE_20210730_D00041,D00041,D00041,20210730,20210806,419,1410,20210809,20210825,14.2,549,889,118,,,,,,,,,sample ,Wetland Pool 37,Wetland Pool 37,"Southeast corner, 305 northwest facing the center ",sample ,"We are noticing some scum on the top of this water, it is greenish in color. ",,41.026111,-83.681944
midden_BGSU,20-21,OAKWE,soil,OAKWE_20210730_S00072,S00072,S00072,20210730,20210806,505,1471,20210809,20210825,13.2,158,388,40,,,,,,,,,sample,Wetland Pool 37,Wetland Pool 37,"5 ft from water start, Southeast corner, 305 northwest facing the center ",sample,"We are noticing some scum on the top of this water, it is greenish in color. ",,41.026111,-83.681944
midden_BGSU,20-21,OAKWE,soil,OAKWE_20230517_S03296,S03296,S03296,20230517,20230717,721,"1,720",20230608,20230620,5.5,315.1,575.8,78,20230614,2.746,0.4,4.822,20230615,7.08,20230615,67,sample,Wetland Pool 37,Wetland Pool 37,South edge,sample,,,41.026945,-83.68193167
